Month,Week,Day,Hr,Min,NAV($),Drawdown(%),P/L(%)
1,1,1,16,45,2.11,0.00,0.00
1,1,1,17,0,1.76,0.00,0.00
1,1,1,17,15,3.99,0.00,0.00
1,1,1,17,30,4.79,0.00,0.00
1,1,1,17,45,5.27,0.00,0.00
1,1,1,18,0,8.49,0.00,0.00
1,1,1,18,15,10.08,0.00,0.00
1,1,1,18,30,8.43,0.00,0.00
1,1,1,18,45,9.69,0.00,0.00
1,1,1,19,0,8.01,0.00,0.00
1,1,1,19,15,7.50,0.00,0.00
1,1,1,19,30,8.79,0.00,0.00
1,1,1,19,45,10.32,0.00,0.00
1,1,1,20,0,10.95,0.00,0.00
1,1,1,20,15,13.59,0.00,0.00
1,1,1,20,30,10.65,0.00,0.00
1,1,1,20,45,9.84,0.00,0.00
1,1,1,21,0,11.61,0.00,0.00
1,1,1,21,15,12.45,0.00,0.00
1,1,1,21,30,12.36,0.00,0.00
1,1,1,21,45,11.76,0.00,0.00
1,1,1,22,0,12.09,0.00,0.00
1,1,1,22,15,12.03,0.00,0.00
1,1,1,22,30,11.91,0.00,0.00
1,1,1,22,45,11.37,0.00,0.00
1,1,1,23,0,12.51,0.00,0.00
1,1,1,23,15,12.96,0.00,0.00
1,1,1,23,30,12.54,0.00,0.00
1,1,1,23,45,13.29,0.00,0.00
1,1,2,24,0,13.44,0.00,0.00
1,1,2,24,15,15.60,0.00,0.00
1,1,2,24,30,14.79,0.00,0.00
1,1,2,24,45,15.60,0.00,0.00
1,1,2,1,0,16.26,0.00,0.00
1,1,2,1,15,14.73,0.00,0.00
1,1,2,1,30,14.88,0.00,0.00
1,1,2,1,45,14.76,0.00,0.00
1,1,2,2,0,15.60,0.00,0.00
1,1,2,2,15,15.03,0.00,0.00
1,1,2,2,30,14.52,0.00,0.00
1,1,2,2,45,15.24,0.00,0.00
1,1,2,3,0,13.80,0.00,0.00
1,1,2,3,15,13.32,0.00,0.00
1,1,2,3,30,10.50,0.00,0.00
1,1,2,3,45,11.82,0.00,0.00
1,1,2,4,0,11.97,0.00,0.00
1,1,2,4,15,11.40,0.00,0.00
1,1,2,4,30,16.41,0.00,0.00
1,1,2,4,45,16.35,0.00,0.00
1,1,2,5,0,16.07,0.00,0.00
1,1,2,5,15,17.15,0.00,0.00
1,1,2,5,30,16.07,0.00,0.00
1,1,2,5,45,14.95,0.00,0.00
1,1,2,6,0,14.03,0.00,0.00
1,1,2,6,15,15.27,0.00,0.00
1,1,2,6,30,15.71,0.00,0.00
1,1,2,6,45,13.79,0.00,0.00
1,1,2,7,0,12.18,0.00,0.00
1,1,2,7,15,14.98,0.00,0.00
1,1,2,7,30,15.46,0.00,0.00
1,1,2,7,45,13.94,0.00,0.00
1,1,2,8,0,13.86,0.00,0.00
1,1,2,8,15,14.54,0.00,0.00
1,1,2,8,30,12.14,0.00,0.00
1,1,2,8,45,9.46,0.00,0.00
1,1,2,9,0,10.66,0.00,0.00
1,1,2,9,15,10.54,0.00,0.00
1,1,2,9,30,8.26,0.00,0.00
1,1,2,9,45,10.46,0.00,0.00
1,1,2,10,0,10.06,0.00,0.00
1,1,2,10,15,6.86,0.00,0.00
1,1,2,10,30,8.66,0.00,0.00
1,1,2,10,45,13.78,0.00,0.00
1,1,2,11,0,13.54,0.00,0.00
1,1,2,11,15,12.90,0.00,0.00
1,1,2,11,30,14.06,0.00,0.00
1,1,2,11,45,14.34,0.00,0.00
1,1,2,12,0,11.02,0.00,0.00
1,1,2,12,15,9.46,0.00,0.00
1,1,2,12,30,10.10,0.00,0.00
1,1,2,12,45,12.26,0.00,0.00
1,1,2,13,0,14.06,0.00,0.00
1,1,2,13,15,11.14,0.00,0.00
1,1,2,13,30,11.06,0.00,0.00
1,1,2,13,45,13.06,0.00,0.00
1,1,2,14,0,13.70,0.00,0.00
1,1,2,14,15,14.38,0.00,0.00
1,1,2,14,30,10.18,0.00,0.00
1,1,2,14,45,3.98,0.00,0.00
1,1,2,15,0,4.10,0.00,0.00
1,1,2,15,15,-1.46,0.00,0.00
1,1,2,15,30,-1.58,0.00,0.00
1,1,2,15,45,-6.98,0.00,0.00
1,1,2,16,0,-3.06,0.00,0.00
1,1,2,16,15,-1.18,0.00,0.00
1,1,2,16,30,-0.54,0.00,0.00
1,1,2,16,45,-0.74,0.00,0.00
1,1,2,17,0,-1.50,0.00,0.00
1,1,2,17,15,-7.74,0.00,0.00
1,1,2,17,30,-4.58,0.00,0.00
1,1,2,17,45,-9.34,0.00,0.00
1,1,2,18,0,-9.38,0.00,0.00
1,1,2,18,15,-9.14,0.00,0.00
1,1,2,18,30,-9.74,0.00,0.00
1,1,2,18,45,-7.26,0.00,0.00
1,1,2,19,0,-9.10,0.00,0.00
1,1,2,19,15,-7.06,0.00,0.00
1,1,2,19,30,-8.54,0.00,0.00
1,1,2,19,45,-7.50,0.00,0.00
1,1,2,20,0,-8.14,0.00,0.00
1,1,2,20,15,-6.90,0.00,0.00
1,1,2,20,30,-4.54,0.00,0.00
1,1,2,20,45,-4.90,0.00,0.00
1,1,2,21,0,-3.98,0.00,0.00
1,1,2,21,15,-4.18,0.00,0.00
1,1,2,21,30,-3.82,0.00,0.00
1,1,2,21,45,-2.82,0.00,0.00
1,1,2,22,0,-2.46,0.00,0.00
1,1,2,22,15,-3.30,0.00,0.00
1,1,2,22,30,-2.18,0.00,0.00
1,1,2,22,45,-2.70,0.00,0.00
1,1,2,23,0,-3.74,0.00,0.00
1,1,2,23,15,-1.70,0.00,0.00
1,1,2,23,30,-1.90,0.00,0.00
1,1,2,23,45,-3.74,0.00,0.00
1,1,3,24,0,-3.26,0.00,0.00
1,1,3,24,15,-2.74,0.00,0.00
1,1,3,24,30,-2.22,0.00,0.00
1,1,3,24,45,-4.30,0.00,0.00
1,1,3,1,0,-3.26,0.00,0.00
1,1,3,1,15,-3.14,0.00,0.00
1,1,3,1,30,-1.86,0.00,0.00
1,1,3,1,45,-3.38,0.00,0.00
1,1,3,2,0,-2.66,0.00,0.00
1,1,3,2,15,-0.14,0.00,0.00
1,1,3,2,30,-0.82,0.00,0.00
1,1,3,2,45,-5.86,0.00,0.00
1,1,3,3,0,-6.86,0.00,0.00
1,1,3,3,15,-4.14,0.00,0.00
1,1,3,3,30,-3.78,0.00,0.00
1,1,3,3,45,-2.38,0.00,0.00
1,1,3,4,0,-4.50,0.00,0.00
1,1,3,4,15,-4.10,0.00,0.00
1,1,3,4,30,-5.82,0.00,0.00
1,1,3,4,45,-6.26,0.00,0.00
1,1,3,5,0,-6.18,0.00,0.00
1,1,3,5,15,-6.14,0.00,0.00
1,1,3,5,30,-6.78,0.00,0.00
1,1,3,5,45,-6.58,0.00,0.00
1,1,3,6,0,-6.10,0.00,0.00
1,1,3,6,15,-6.18,0.00,0.00
1,1,3,6,30,-5.86,0.00,0.00
1,1,3,6,45,-6.66,0.00,0.00
1,1,3,7,0,-6.11,0.00,0.00
1,1,3,7,15,-5.27,0.00,0.00
1,1,3,7,30,-3.67,0.00,0.00
1,1,3,7,45,-2.51,0.00,0.00
1,1,3,8,0,-1.99,0.00,0.00
1,1,3,8,15,-1.27,0.00,0.00
1,1,3,8,30,-0.91,0.00,0.00
1,1,3,8,45,-1.51,0.00,0.00
1,1,3,9,0,-1.99,0.00,0.00
1,1,3,9,15,-3.43,0.00,0.00
1,1,3,9,30,-2.03,0.00,0.00
1,1,3,9,45,-4.35,0.00,0.00
1,1,3,10,0,-5.63,0.00,0.00
1,1,3,10,15,-1.47,0.00,0.00
1,1,3,10,30,-2.87,0.00,0.00
1,1,3,10,45,-4.03,0.00,0.00
1,1,3,11,0,-0.27,0.00,0.00
1,1,3,11,15,-1.35,0.00,0.00
1,1,3,11,30,-4.11,0.00,0.00
1,1,3,11,45,-4.35,0.00,0.00
1,1,3,12,0,-8.71,0.00,0.00
1,1,3,12,15,-6.19,0.00,0.00
1,1,3,12,30,-6.31,0.00,0.00
1,1,3,12,45,-8.07,0.00,0.00
1,1,3,13,0,-8.75,0.00,0.00
1,1,3,13,15,-8.39,0.00,0.00
1,1,3,13,30,-11.87,0.00,0.00
1,1,3,13,45,-14.31,0.00,0.00
1,1,3,14,0,-15.99,0.00,0.00
1,1,3,14,15,-15.67,0.00,0.00
1,1,3,14,30,-15.31,0.00,0.00
1,1,3,14,45,-14.11,0.00,0.00
1,1,3,15,0,-13.03,0.00,0.00
1,1,3,15,15,-13.83,0.00,0.00
1,1,3,15,30,-16.51,0.00,0.00
1,1,3,15,45,-13.07,0.00,0.00
1,1,3,16,0,-12.79,0.00,0.00
1,1,3,16,15,-16.23,0.00,0.00
1,1,3,16,30,-19.67,0.00,0.00
1,1,3,16,45,-20.07,0.00,0.00
1,1,3,17,0,-17.15,0.00,0.00
1,1,3,17,15,-16.03,0.00,0.00
1,1,3,17,30,-13.67,0.00,0.00
1,1,3,17,45,-17.59,0.00,0.00
1,1,3,18,0,-19.07,0.00,0.00
1,1,3,18,15,-18.47,0.00,0.00
1,1,3,18,30,-17.39,0.00,0.00
1,1,3,18,45,-14.63,0.00,0.00
1,1,3,19,0,-6.15,0.00,0.00
1,1,3,19,15,-7.71,0.00,0.00
1,1,3,19,30,-8.95,0.00,0.00
1,1,3,19,45,-10.11,0.00,0.00
1,1,3,20,0,-8.47,0.00,0.00
1,1,3,20,15,-14.55,0.00,0.00
1,1,3,20,30,-16.15,0.00,0.00
1,1,3,20,45,-14.07,0.00,0.00
1,1,3,21,0,-13.95,0.00,0.00
1,1,3,21,15,-12.15,0.00,0.00
1,1,3,21,30,-12.19,0.00,0.00
1,1,3,21,45,-12.19,0.00,0.00
1,1,3,22,0,-14.51,0.00,0.00
1,1,3,22,15,-14.47,0.00,0.00
1,1,3,22,30,-11.31,0.00,0.00
1,1,3,22,45,-12.03,0.00,0.00
1,1,3,23,0,-10.83,0.00,0.00
1,1,3,23,15,-9.35,0.00,0.00
1,1,3,23,30,-9.91,0.00,0.00
1,1,3,23,45,-10.39,0.00,0.00
1,1,4,24,0,-10.23,0.00,0.00
1,1,4,24,15,-12.11,0.00,0.00
1,1,4,24,30,-12.55,0.00,0.00
1,1,4,24,45,-13.43,0.00,0.00
1,1,4,1,0,-14.23,0.00,0.00
1,1,4,1,15,-14.43,0.00,0.00
1,1,4,1,30,-13.99,0.00,0.00
1,1,4,1,45,-14.91,0.00,0.00
1,1,4,2,0,-14.67,0.00,0.00
1,1,4,2,15,-14.47,0.00,0.00
1,1,4,2,30,-15.07,0.00,0.00
1,1,4,2,45,-15.15,0.00,0.00
1,1,4,3,0,-15.75,0.00,0.00
1,1,4,3,15,-17.27,0.00,0.00
1,1,4,3,30,-17.55,0.00,0.00
1,1,4,3,45,-17.55,0.00,0.00
1,1,4,4,0,-20.15,0.00,0.00
1,1,4,4,15,-18.15,0.00,0.00
1,1,4,4,30,-16.79,0.00,0.00
1,1,4,4,45,-16.15,0.00,0.00
1,1,4,5,0,-16.51,0.00,0.00
1,1,4,5,15,-17.03,0.00,0.00
1,1,4,5,30,-16.87,0.00,0.00
1,1,4,5,45,-15.67,0.00,0.00
1,1,4,6,0,-15.99,0.00,0.00
1,1,4,6,15,-16.75,0.00,0.00
1,1,4,6,30,-16.47,0.00,0.00
1,1,4,6,45,-16.47,0.00,0.00
1,1,4,7,0,-19.19,0.00,0.00
1,1,4,7,15,-18.83,0.00,0.00
1,1,4,7,30,-19.87,0.00,0.00
1,1,4,7,45,-19.59,0.00,0.00
1,1,4,8,0,-19.03,0.00,0.00
1,1,4,8,15,-18.07,0.00,0.00
1,1,4,8,30,-17.59,0.00,0.00
1,1,4,8,45,-13.87,0.00,0.00
1,1,4,9,0,-13.75,0.00,0.00
1,1,4,9,15,-14.35,0.00,0.00
1,1,4,9,30,-12.31,0.00,0.00
1,1,4,9,45,-9.47,0.00,0.00
1,1,4,10,0,-10.19,0.00,0.00
1,1,4,10,15,-10.99,0.00,0.00
1,1,4,10,30,-11.71,0.00,0.00
1,1,4,10,45,-12.19,0.00,0.00
