Month,Week,Day,Hr,Min,NAV($),Drawdown(%),P/L(%)
1,0,2,4,45,3.57,0.00,0.00
1,0,2,5,0,1.44,0.00,0.00
1,0,2,5,15,1.44,0.00,0.00
1,0,2,5,30,1.65,0.00,0.00
1,0,2,5,45,0.90,0.00,0.00
1,0,2,6,0,0.93,0.00,0.00
1,0,2,6,15,0.87,0.00,0.00
1,0,2,6,30,1.44,0.00,0.00
1,0,2,6,45,2.40,0.00,0.00
1,0,2,7,0,2.06,0.00,0.00
1,0,2,7,15,2.42,0.00,0.00
1,0,2,7,30,4.19,0.00,0.00
1,0,2,7,45,4.31,0.00,0.00
1,0,2,8,0,4.58,0.00,0.00
1,0,2,8,15,4.28,0.00,0.00
1,0,2,8,30,4.79,0.00,0.00
1,0,2,8,45,7.01,0.00,0.00
1,0,2,9,0,5.45,0.00,0.00
1,0,2,9,15,5.42,0.00,0.00
1,0,2,9,30,3.68,0.00,0.00
1,0,2,9,45,3.50,0.00,0.00
1,0,2,10,0,0.11,0.00,0.00
1,0,2,10,15,-1.12,0.00,0.00
1,0,2,10,30,-4.54,0.00,0.00
1,0,2,10,45,-3.55,0.00,0.00
1,0,2,11,0,0.86,0.00,0.00
1,0,2,11,15,-0.82,0.00,0.00
1,0,2,11,30,-5.53,0.00,0.00
1,0,2,11,45,-9.10,0.00,0.00
1,0,2,12,0,-10.18,0.00,0.00
1,0,2,12,15,-10.09,0.00,0.00
1,0,2,12,30,-12.28,0.00,0.00
1,0,2,12,45,-13.45,0.00,0.00
1,0,2,13,0,-13.18,0.00,0.00
1,0,2,13,15,-11.26,0.00,0.00
1,0,2,13,30,-13.54,0.00,0.00
1,0,2,13,45,-11.95,0.00,0.00
1,0,2,14,0,-15.22,0.00,0.00
1,0,2,14,15,-14.50,0.00,0.00
1,0,2,14,30,-14.95,0.00,0.00
1,0,2,14,45,-15.04,0.00,0.00
1,0,2,15,0,-10.51,0.00,0.00
1,0,2,15,15,-8.53,0.00,0.00
1,0,2,15,30,-11.32,0.00,0.00
1,0,2,15,45,-13.75,0.00,0.00
1,0,2,16,0,-10.27,0.00,0.00
1,0,2,16,15,-14.77,0.00,0.00
1,0,2,16,30,-14.05,0.00,0.00
1,0,2,16,45,-13.66,0.00,0.00
1,0,2,17,0,-10.81,0.00,0.00
1,0,2,17,15,-5.29,0.00,0.00
1,0,2,17,30,-8.77,0.00,0.00
1,0,2,17,45,-8.56,0.00,0.00
1,0,2,18,0,-6.88,0.00,0.00
1,0,2,18,15,-5.59,0.00,0.00
1,0,2,18,30,-4.75,0.00,0.00
1,0,2,18,45,-1.00,0.00,0.00
1,0,2,19,0,-1.78,0.00,0.00
1,0,2,19,15,-1.12,0.00,0.00
1,0,2,19,30,1.52,0.00,0.00
1,0,2,19,45,-1.66,0.00,0.00
1,0,2,20,0,-5.89,0.00,0.00
1,0,2,20,15,-5.11,0.00,0.00
1,0,2,20,30,-5.35,0.00,0.00
1,0,2,20,45,-4.99,0.00,0.00
1,0,2,21,0,-2.65,0.00,0.00
1,0,2,21,15,-2.05,0.00,0.00
1,0,2,21,30,-3.28,0.00,0.00
1,0,2,21,45,-4.21,0.00,0.00
1,0,2,22,0,-8.77,0.00,0.00
1,0,2,22,15,-13.18,0.00,0.00
1,0,2,22,30,-12.01,0.00,0.00
1,0,2,22,45,-13.84,0.00,0.00
1,0,2,23,0,-13.12,0.00,0.00
1,0,2,23,15,-15.82,0.00,0.00
1,0,2,23,30,-14.56,0.00,0.00
1,0,2,23,45,-15.10,0.00,0.00
1,1,3,24,0,-15.76,0.00,0.00
1,1,3,24,15,-22.81,0.00,0.00
1,1,3,24,30,-22.93,0.00,0.00
1,1,3,24,45,-21.65,0.00,0.00
1,1,3,1,0,-20.77,0.00,0.00
1,1,3,1,15,-20.53,0.00,0.00
1,1,3,1,30,-21.85,0.00,0.00
1,1,3,1,45,-20.05,0.00,0.00
1,1,3,2,0,-20.93,0.00,0.00
1,1,3,2,15,-20.65,0.00,0.00
1,1,3,2,30,-20.21,0.00,0.00
1,1,3,2,45,-21.13,0.00,0.00
1,1,3,3,0,-21.77,0.00,0.00
1,1,3,3,15,-20.85,0.00,0.00
1,1,3,3,30,-18.77,0.00,0.00
1,1,3,3,45,-19.41,0.00,0.00
1,1,3,4,0,-19.09,0.00,0.00
1,1,3,4,15,-18.97,0.00,0.00
1,1,3,4,30,-20.17,0.00,0.00
1,1,3,4,45,-21.49,0.00,0.00
1,1,3,5,0,-21.81,0.00,0.00
1,1,3,5,15,-21.77,0.00,0.00
1,1,3,5,30,-21.77,0.00,0.00
1,1,3,5,45,-19.41,0.00,0.00
1,1,3,6,0,-19.37,0.00,0.00
1,1,3,6,15,-20.77,0.00,0.00
1,1,3,6,30,-19.69,0.00,0.00
1,1,3,6,45,-19.05,0.00,0.00
1,1,3,7,0,-19.82,0.00,0.00
1,1,3,7,15,-18.86,0.00,0.00
1,1,3,7,30,-19.62,0.00,0.00
1,1,3,7,45,-19.62,0.00,0.00
1,1,3,8,0,-18.90,0.00,0.00
1,1,3,8,15,-19.62,0.00,0.00
1,1,3,8,30,-22.74,0.00,0.00
1,1,3,8,45,-27.66,0.00,0.00
1,1,3,9,0,-23.46,0.00,0.00
1,1,3,9,15,-18.58,0.00,0.00
1,1,3,9,30,-18.58,0.00,0.00
1,1,3,9,45,-16.50,0.00,0.00
1,1,3,10,0,-15.06,0.00,0.00
1,1,3,10,15,-15.54,0.00,0.00
1,1,3,10,30,-22.42,0.00,0.00
1,1,3,10,45,-23.38,0.00,0.00
1,1,3,11,0,-22.86,0.00,0.00
1,1,3,11,15,-20.06,0.00,0.00
1,1,3,11,30,-23.38,0.00,0.00
1,1,3,11,45,-25.50,0.00,0.00
1,1,3,12,0,-28.26,0.00,0.00
1,1,3,12,15,-23.70,0.00,0.00
1,1,3,12,30,-26.54,0.00,0.00
1,1,3,12,45,-24.70,0.00,0.00
1,1,3,13,0,-30.02,0.00,0.00
1,1,3,13,15,-29.98,0.00,0.00
1,1,3,13,30,-30.86,0.00,0.00
1,1,3,13,45,-38.80,0.00,0.00
1,1,3,14,0,-44.00,0.00,0.00
1,1,3,14,15,-38.05,0.00,0.00
1,1,3,14,30,-33.45,0.00,0.00
1,1,3,14,45,-34.40,0.00,0.00
1,1,3,15,0,-36.20,0.00,0.00
1,1,3,15,15,-40.65,0.00,0.00
1,1,3,15,30,-40.85,0.00,0.00
1,1,3,15,45,-36.55,0.00,0.00
1,1,3,16,0,-39.20,0.00,0.00
1,1,3,16,15,-44.25,0.00,0.00
1,1,3,16,30,-46.05,0.00,0.00
1,1,3,16,45,-47.57,0.00,0.00
1,1,3,17,0,-43.73,0.00,0.00
1,1,3,17,15,-40.19,0.00,0.00
1,1,3,17,30,-42.71,0.00,0.00
1,1,3,17,45,-49.85,0.00,0.00
1,1,3,18,0,-53.99,0.00,0.00
1,1,3,18,15,-44.93,0.00,0.00
1,1,3,18,30,-49.25,0.00,0.00
1,1,3,18,45,-45.53,0.00,0.00
1,1,3,19,0,-43.19,0.00,0.00
1,1,3,19,15,-41.45,0.00,0.00
1,1,3,19,30,-40.13,0.00,0.00
1,1,3,19,45,-36.71,0.00,0.00
1,1,3,20,0,-37.73,0.00,0.00
1,1,3,20,15,-35.51,0.00,0.00
1,1,3,20,30,-34.91,0.00,0.00
1,1,3,20,45,-34.13,0.00,0.00
1,1,3,21,0,-34.43,0.00,0.00
1,1,3,21,15,-37.01,0.00,0.00
1,1,3,21,30,-33.23,0.00,0.00
1,1,3,21,45,-24.23,0.00,0.00
1,1,3,22,0,-25.31,0.00,0.00
1,1,3,22,15,-27.41,0.00,0.00
1,1,3,22,30,-34.73,0.00,0.00
1,1,3,22,45,-35.99,0.00,0.00
1,1,3,23,0,-35.45,0.00,0.00
1,1,3,23,15,-32.93,0.00,0.00
1,1,3,23,30,-33.05,0.00,0.00
1,1,3,23,45,-31.13,0.00,0.00
1,1,4,24,0,-32.69,0.00,0.00
1,1,4,24,15,-32.63,0.00,0.00
1,1,4,24,30,-34.07,0.00,0.00
1,1,4,24,45,-33.65,0.00,0.00
1,1,4,1,0,-35.27,0.00,0.00
1,1,4,1,15,-34.73,0.00,0.00
1,1,4,1,30,-33.89,0.00,0.00
1,1,4,1,45,-34.07,0.00,0.00
1,1,4,2,0,-35.21,0.00,0.00
1,1,4,2,15,-27.77,0.00,0.00
1,1,4,2,30,-30.65,0.00,0.00
1,1,4,2,45,-31.67,0.00,0.00
1,1,4,3,0,-32.45,0.00,0.00
1,1,4,3,15,-32.27,0.00,0.00
1,1,4,3,30,-36.17,0.00,0.00
1,1,4,3,45,-39.29,0.00,0.00
1,1,4,4,0,-39.89,0.00,0.00
1,1,4,4,15,-39.41,0.00,0.00
1,1,4,4,30,-40.91,0.00,0.00
1,1,4,4,45,-42.77,0.00,0.00
1,1,4,5,0,-42.23,0.00,0.00
1,1,4,5,15,-40.91,0.00,0.00
1,1,4,5,30,-40.55,0.00,0.00
1,1,4,5,45,-38.57,0.00,0.00
1,1,4,6,0,-39.11,0.00,0.00
1,1,4,6,15,-38.69,0.00,0.00
1,1,4,6,30,-39.05,0.00,0.00
1,1,4,6,45,-39.11,0.00,0.00
1,1,4,7,0,-43.24,0.00,0.00
1,1,4,7,15,-42.64,0.00,0.00
1,1,4,7,30,-45.46,0.00,0.00
1,1,4,7,45,-44.20,0.00,0.00
1,1,4,8,0,-44.20,0.00,0.00
1,1,4,8,15,-44.44,0.00,0.00
1,1,4,8,30,-44.74,0.00,0.00
1,1,4,8,45,-44.44,0.00,0.00
1,1,4,9,0,-44.32,0.00,0.00
1,1,4,9,15,-51.16,0.00,0.00
1,1,4,9,30,-49.84,0.00,0.00
1,1,4,9,45,-50.68,0.00,0.00
1,1,4,10,0,-44.86,0.00,0.00
1,1,4,10,15,-47.56,0.00,0.00
1,1,4,10,30,-46.00,0.00,0.00
1,1,4,10,45,-49.66,0.00,0.00
1,1,4,11,0,-60.40,0.00,0.00
1,1,4,11,15,-56.68,0.00,0.00
1,1,4,11,30,-54.16,0.00,0.00
1,1,4,11,45,-62.14,0.00,0.00
1,1,4,12,0,-67.96,0.00,0.00
1,1,4,12,15,-72.81,0.00,0.00
1,1,4,12,30,-76.59,0.00,0.00
1,1,4,12,45,-73.02,0.00,0.00
1,1,4,13,0,-76.52,0.00,0.00
1,1,4,13,15,-76.80,0.00,0.00
1,1,4,13,30,-75.05,0.00,0.00
1,1,4,13,45,-73.86,0.00,0.00
1,1,4,14,0,-74.77,0.00,0.00
1,1,4,14,15,-77.43,0.00,0.00
1,1,4,14,30,-82.33,0.00,0.00
1,1,4,14,45,-81.70,0.00,0.00
1,1,4,15,0,-71.55,0.00,0.00
1,1,4,15,15,-77.08,0.00,0.00
1,1,4,15,30,-74.07,0.00,0.00
1,1,4,15,45,-72.67,0.00,0.00
1,1,4,16,0,-63.50,0.00,0.00
1,1,4,16,15,-65.04,0.00,0.00
1,1,4,16,30,-64.06,0.00,0.00
1,1,4,16,45,-64.34,0.00,0.00
1,1,4,17,0,-56.22,0.00,0.00
1,1,4,17,15,-64.27,0.00,0.00
1,1,4,17,30,-69.45,0.00,0.00
1,1,4,17,45,-59.37,0.00,0.00
1,1,4,18,0,-60.21,0.00,0.00
1,1,4,18,15,-51.46,0.00,0.00
1,1,4,18,30,-52.86,0.00,0.00
1,1,4,18,45,-45.09,0.00,0.00
1,1,4,19,0,-47.82,0.00,0.00
1,1,4,19,15,-46.63,0.00,0.00
1,1,4,19,30,-47.26,0.00,0.00
1,1,4,19,45,-47.19,0.00,0.00
1,1,4,20,0,-42.85,0.00,0.00
1,1,4,20,15,-50.97,0.00,0.00
1,1,4,20,30,-52.16,0.00,0.00
1,1,4,20,45,-54.12,0.00,0.00
1,1,4,21,0,-55.10,0.00,0.00
1,1,4,21,15,-66.02,0.00,0.00
1,1,4,21,30,-64.20,0.00,0.00
1,1,4,21,45,-63.99,0.00,0.00
1,1,4,22,0,-65.67,0.00,0.00
1,1,4,22,15,-64.48,0.00,0.00
1,1,4,22,30,-64.13,0.00,0.00
1,1,4,22,45,-61.47,0.00,0.00
1,1,4,23,0,-62.94,0.00,0.00
1,1,4,23,15,-59.72,0.00,0.00
1,1,4,23,30,-59.23,0.00,0.00
1,1,4,23,45,-58.46,0.00,0.00
1,1,5,24,0,-59.58,0.00,0.00
1,1,5,24,15,-59.79,0.00,0.00
1,1,5,24,30,-60.56,0.00,0.00
1,1,5,24,45,-60.70,0.00,0.00
1,1,5,1,0,-61.61,0.00,0.00
1,1,5,1,15,-62.45,0.00,0.00
1,1,5,1,30,-59.23,0.00,0.00
1,1,5,1,45,-60.70,0.00,0.00
1,1,5,2,0,-60.42,0.00,0.00
1,1,5,2,15,-59.58,0.00,0.00
1,1,5,2,30,-60.49,0.00,0.00
1,1,5,2,45,-59.79,0.00,0.00
1,1,5,3,0,-57.55,0.00,0.00
1,1,5,3,15,-48.73,0.00,0.00
1,1,5,3,30,-50.20,0.00,0.00
1,1,5,3,45,-49.57,0.00,0.00
1,1,5,4,0,-53.98,0.00,0.00
1,1,5,4,15,-52.86,0.00,0.00
1,1,5,4,30,-52.44,0.00,0.00
1,1,5,4,45,-50.20,0.00,0.00
1,1,5,5,0,-50.06,0.00,0.00
1,1,5,5,15,-53.98,0.00,0.00
1,1,5,5,30,-52.44,0.00,0.00
1,1,5,5,45,-52.72,0.00,0.00
1,1,5,6,0,-52.37,0.00,0.00
1,1,5,6,15,-47.54,0.00,0.00
1,1,5,6,30,-47.82,0.00,0.00
1,1,5,6,45,-49.29,0.00,0.00
1,1,5,7,0,-51.27,0.00,0.00
1,1,5,7,15,-47.77,0.00,0.00
1,1,5,7,30,-48.40,0.00,0.00
1,1,5,7,45,-48.26,0.00,0.00
1,1,5,8,0,-47.98,0.00,0.00
1,1,5,8,15,-50.78,0.00,0.00
1,1,5,8,30,-49.59,0.00,0.00
1,1,5,8,45,-55.89,0.00,0.00
1,1,5,9,0,-60.51,0.00,0.00
1,1,5,9,15,-57.36,0.00,0.00
1,1,5,9,30,-62.68,0.00,0.00
1,1,5,9,45,-65.34,0.00,0.00
1,1,5,10,0,-59.95,0.00,0.00
1,1,5,10,15,-51.69,0.00,0.00
1,1,5,10,30,-51.55,0.00,0.00
1,1,5,10,45,-53.02,0.00,0.00
1,1,5,11,0,-51.34,0.00,0.00
1,1,5,11,15,-50.64,0.00,0.00
1,1,5,11,30,-43.15,0.00,0.00
1,1,5,11,45,-47.91,0.00,0.00
1,1,5,12,0,-44.06,0.00,0.00
1,1,5,12,15,-44.27,0.00,0.00
1,1,5,12,30,-42.80,0.00,0.00
1,1,5,12,45,-47.28,0.00,0.00
1,1,5,13,0,-46.02,0.00,0.00
1,1,5,13,15,-42.87,0.00,0.00
1,1,5,13,30,-44.76,0.00,0.00
1,1,5,13,45,-49.38,0.00,0.00
1,1,5,14,0,-48.61,0.00,0.00
1,1,5,14,15,-44.41,0.00,0.00
1,1,5,14,30,-47.63,0.00,0.00
1,1,5,14,45,-46.09,0.00,0.00
1,1,5,15,0,-43.29,0.00,0.00
1,1,5,15,15,-46.37,0.00,0.00
1,1,5,15,30,-60.02,0.00,0.00
1,1,5,15,45,-79.83,0.00,0.00
1,1,5,16,0,-63.52,0.00,0.00
1,1,5,16,15,-68.21,0.00,0.00
1,1,5,16,30,-69.54,0.00,0.00
1,1,5,16,45,-70.80,0.00,0.00
1,1,5,17,0,-66.74,0.00,0.00
1,1,5,17,15,-51.41,0.00,0.00
1,1,5,17,30,-41.68,0.00,0.00
1,1,5,17,45,-30.13,0.00,0.00
1,1,5,18,0,-32.65,0.00,0.00
1,1,5,18,15,-26.91,0.00,0.00
1,1,5,18,30,-34.75,0.00,0.00
1,1,5,18,45,-33.21,0.00,0.00
1,1,5,19,0,-34.54,0.00,0.00
1,1,5,19,15,-28.31,0.00,0.00
1,1,5,19,30,-29.50,0.00,0.00
1,1,5,19,45,-32.51,0.00,0.00
1,1,5,20,0,-34.05,0.00,0.00
1,1,5,20,15,-27.82,0.00,0.00
1,1,5,20,30,-26.00,0.00,0.00
1,1,5,20,45,-26.49,0.00,0.00
1,1,5,21,0,-28.17,0.00,0.00
1,1,5,21,15,-32.86,0.00,0.00
1,1,5,21,30,-30.34,0.00,0.00
1,1,5,21,45,-29.08,0.00,0.00
1,1,5,22,0,-26.14,0.00,0.00
1,1,5,22,15,-27.05,0.00,0.00
1,1,5,22,30,-26.77,0.00,0.00
1,1,5,22,45,-26.63,0.00,0.00
1,1,5,23,0,-25.16,0.00,0.00
1,1,5,23,15,-26.98,0.00,0.00
1,1,5,23,30,-26.84,0.00,0.00
1,1,5,23,45,0.00,0.00,0.00
1,1,1,24,0,0.00,0.00,0.00
1,1,1,24,15,0.00,0.00,0.00
1,1,1,24,30,0.00,0.00,0.00
1,1,1,24,45,0.00,0.00,0.00
1,1,1,1,0,0.00,0.00,0.00
1,1,1,1,15,0.00,0.00,0.00
1,1,1,1,30,0.00,0.00,0.00
1,1,1,1,45,0.00,0.00,0.00
1,1,1,2,0,0.00,0.00,0.00
1,1,1,2,15,0.00,0.00,0.00
1,1,1,2,30,0.00,0.00,0.00
1,1,1,2,45,0.00,0.00,0.00
1,1,1,3,0,0.00,0.00,0.00
1,1,1,3,15,0.00,0.00,0.00
1,1,1,3,30,0.00,0.00,0.00
1,1,1,3,45,0.00,0.00,0.00
1,1,1,4,0,0.00,0.00,0.00
1,1,1,4,15,0.00,0.00,0.00
1,1,1,4,30,0.00,0.00,0.00
1,1,1,4,45,0.00,0.00,0.00
1,1,1,5,0,0.00,0.00,0.00
1,1,1,5,15,0.00,0.00,0.00
1,1,1,5,30,0.00,0.00,0.00
1,1,1,5,45,0.00,0.00,0.00
1,1,1,6,0,0.00,0.00,0.00
1,1,1,6,15,0.00,0.00,0.00
1,1,1,6,30,0.00,0.00,0.00
1,1,1,6,45,0.00,0.00,0.00
