WeekNum,Day,Hr(s),Min(s),NAV($),Drawdown($)
0,1,7,15,0.00,0.00
0,1,7,30,0.00,0.00
0,1,7,45,0.00,0.00
0,1,8,0,0.00,0.00
0,1,8,15,0.00,0.00
0,1,8,30,0.00,0.00
0,1,8,45,0.00,0.00
0,1,9,0,0.00,0.00
0,1,9,15,0.00,0.00
0,1,9,30,0.00,0.00
0,1,9,45,0.00,0.00
0,1,10,0,0.00,0.00
0,1,10,15,0.00,0.00
0,1,10,30,0.00,0.00
0,1,10,45,0.00,0.00
0,1,11,0,0.00,0.00
0,1,11,15,0.00,0.00
0,1,11,30,0.00,0.00
0,1,11,45,0.00,0.00
0,1,12,0,0.00,0.00
0,1,12,15,0.00,0.00
0,1,12,30,0.00,0.00
0,1,12,45,0.00,0.00
0,1,13,0,0.00,0.00
0,1,13,15,0.00,0.00
0,1,13,30,0.00,0.00
0,1,13,45,0.00,0.00
0,1,14,0,0.00,0.00
0,1,14,15,0.00,0.00
0,1,14,30,0.00,0.00
0,1,14,45,0.00,0.00
0,1,15,0,0.00,0.00
0,1,15,15,0.00,0.00
0,1,15,30,0.00,0.00
0,1,15,45,0.00,0.00
0,1,16,0,0.00,0.00
0,1,16,15,0.00,0.00
0,1,16,30,0.00,0.00
0,1,16,45,0.00,0.00
0,1,17,0,0.00,0.00
0,1,17,15,0.00,0.00
0,1,17,30,0.00,0.00
0,1,17,45,0.00,0.00
0,1,18,0,0.00,0.00
0,1,18,15,0.00,0.00
0,1,18,30,0.00,0.00
0,1,18,45,0.00,0.00
0,1,19,0,0.00,0.00
0,1,19,15,0.00,0.00
0,1,19,30,0.00,0.00
0,1,19,45,0.00,0.00
0,1,20,0,0.00,0.00
0,1,20,15,0.00,0.00
0,1,20,30,0.00,0.00
0,1,20,45,0.00,0.00
0,1,21,0,0.00,0.00
0,1,21,15,0.00,0.00
0,1,21,30,0.00,0.00
0,1,21,45,0.00,0.00
0,1,22,0,0.00,0.00
0,1,22,15,0.00,0.00
0,1,22,30,0.00,0.00
0,1,22,45,0.00,0.00
0,1,23,0,0.00,0.00
0,1,23,15,0.00,0.00
0,1,23,30,0.00,0.00
0,1,23,45,0.00,0.00
0,1,24,0,0.00,0.00
0,1,24,15,0.00,0.00
0,1,24,30,0.00,0.00
0,1,24,45,0.00,0.00
0,1,1,0,0.00,0.00
0,1,1,15,0.00,0.00
0,1,1,30,0.00,0.00
0,1,1,45,0.00,0.00
0,1,2,0,0.00,0.00
0,1,2,15,0.00,0.00
0,1,2,30,0.00,0.00
0,1,2,45,0.00,0.00
0,1,3,0,0.00,0.00
0,1,3,15,0.00,0.00
0,1,3,30,0.00,0.00
0,1,3,45,0.00,0.00
0,1,4,0,0.00,0.00
0,1,4,15,0.00,0.00
0,1,4,30,0.00,0.00
0,1,4,45,0.00,0.00
0,1,5,0,0.00,0.00
0,1,5,15,0.00,0.00
0,1,5,30,0.00,0.00
0,1,5,45,0.00,0.00
0,1,6,0,0.00,0.00
0,1,6,15,0.00,0.00
0,1,6,30,0.00,0.00
0,1,6,45,0.00,0.00
0,2,7,0,0.00,0.00
0,2,7,15,0.00,0.00
0,2,7,30,0.00,0.00
0,2,7,45,0.00,0.00
0,2,8,0,0.00,0.00
0,2,8,15,0.00,0.00
0,2,8,30,0.00,0.00
0,2,8,45,0.00,0.00
0,2,9,0,0.00,0.00
0,2,9,15,0.00,0.00
0,2,9,30,0.00,0.00
0,2,9,45,0.00,0.00
0,2,10,0,0.00,0.00
0,2,10,15,0.00,0.00
0,2,10,30,0.00,0.00
0,2,10,45,0.00,0.00
0,2,11,0,0.00,0.00
0,2,11,15,0.00,0.00
0,2,11,30,0.00,0.00
0,2,11,45,0.00,0.00
0,2,12,0,0.00,0.00
0,2,12,15,0.00,0.00
0,2,12,30,0.00,0.00
0,2,12,45,0.00,0.00
0,2,13,0,0.00,0.00
0,2,13,15,0.00,0.00
0,2,13,30,0.00,0.00
0,2,13,45,0.00,0.00
0,2,14,0,0.00,0.00
0,2,14,15,0.00,0.00
0,2,14,30,0.00,0.00
0,2,14,45,0.00,0.00
0,2,15,0,0.00,0.00
0,2,15,15,0.00,0.00
0,2,15,30,0.00,0.00
0,2,15,45,0.00,0.00
0,2,16,0,0.00,0.00
0,2,16,15,0.00,0.00
0,2,16,30,0.00,0.00
0,2,16,45,0.00,0.00
0,2,17,0,0.00,0.00
0,2,17,15,0.00,0.00
0,2,17,30,0.00,0.00
0,2,17,45,0.00,0.00
0,2,18,0,0.00,0.00
0,2,18,15,0.00,0.00
0,2,18,30,0.00,0.00
0,2,18,45,0.00,0.00
0,2,19,0,0.00,0.00
0,2,19,15,0.00,0.00
0,2,19,30,0.00,0.00
0,2,19,45,0.00,0.00
0,2,20,0,0.00,0.00
0,2,20,15,0.00,0.00
0,2,20,30,0.00,0.00
0,2,20,45,0.00,0.00
0,2,21,0,0.00,0.00
0,2,21,15,0.00,0.00
0,2,21,30,0.00,0.00
0,2,21,45,0.00,0.00
0,2,22,0,0.00,0.00
0,2,22,15,0.00,0.00
0,2,22,30,0.00,0.00
0,2,22,45,0.00,0.00
0,2,23,0,0.00,0.00
0,2,23,15,0.00,0.00
0,2,23,30,0.00,0.00
0,2,23,45,0.00,0.00
0,2,24,0,0.00,0.00
0,2,24,15,0.00,0.00
0,2,24,30,0.00,0.00
0,2,24,45,0.00,0.00
0,2,1,0,0.00,0.00
0,2,1,15,0.00,0.00
0,2,1,30,0.00,0.00
0,2,1,45,0.00,0.00
0,2,2,0,0.00,0.00
0,2,2,15,0.00,0.00
0,2,2,30,0.00,0.00
0,2,2,45,0.00,0.00
0,2,3,0,0.00,0.00
0,2,3,15,0.00,0.00
0,2,3,30,0.00,0.00
0,2,3,45,0.00,0.00
0,2,4,0,0.00,0.00
0,2,4,15,0.00,0.00
0,2,4,30,0.00,0.00
0,2,4,45,0.00,0.00
0,2,5,0,0.00,0.00
0,2,5,15,0.00,0.00
0,2,5,30,0.00,0.00
0,2,5,45,0.00,0.00
0,2,6,0,0.00,0.00
0,2,6,15,0.00,0.00
0,2,6,30,0.00,0.00
0,2,6,45,0.00,0.00
0,3,7,0,0.00,0.00
0,3,7,15,0.00,0.00
0,3,7,30,0.00,0.00
0,3,7,45,0.00,0.00
0,3,8,0,0.00,0.00
0,3,8,15,0.00,0.00
0,3,8,30,0.00,0.00
0,3,8,45,0.00,0.00
0,3,9,0,0.00,0.00
0,3,9,15,0.00,0.00
0,3,9,30,0.00,0.00
0,3,9,45,0.00,0.00
0,3,10,0,0.00,0.00
0,3,10,15,0.00,0.00
0,3,10,30,0.00,0.00
0,3,10,45,0.00,0.00
0,3,11,0,0.00,0.00
0,3,11,15,0.00,0.00
0,3,11,30,0.00,0.00
0,3,11,45,0.00,0.00
0,3,12,0,0.00,0.00
0,3,12,15,0.00,0.00
0,3,12,30,0.00,0.00
0,3,12,45,0.00,0.00
0,3,13,0,0.00,0.00
0,3,13,15,0.00,0.00
0,3,13,30,0.00,0.00
0,3,13,45,0.00,0.00
0,3,14,0,0.00,0.00
0,3,14,15,0.00,0.00
0,3,14,30,0.00,0.00
0,3,14,45,0.00,0.00
0,3,15,0,0.00,0.00
0,3,15,15,0.00,0.00
0,3,15,30,0.00,0.00
0,3,15,45,0.00,0.00
0,3,16,0,0.00,0.00
0,3,16,15,0.00,0.00
0,3,16,30,0.00,0.00
0,3,16,45,0.00,0.00
0,3,17,0,0.00,0.00
0,3,17,15,1.14,1.14
0,3,17,30,0.02,0.02
0,3,17,45,-2.60,-2.60
0,3,18,0,0.52,0.52
0,3,18,15,1.18,1.18
0,3,18,30,1.23,1.23
0,3,18,45,1.59,1.59
0,3,19,0,0.54,0.54
0,3,19,15,-1.50,-1.50
0,3,19,30,-0.18,-0.18
0,3,19,45,0.51,0.51
0,3,20,0,-1.05,-1.05
0,3,20,15,2.10,2.10
0,3,20,30,0.72,0.72
0,3,20,45,-0.48,-0.48
0,3,21,0,-1.38,-1.38
0,3,21,15,-3.36,-3.36
0,3,21,30,-2.46,-2.46
0,3,21,45,0.60,0.60
0,3,22,0,-0.60,-0.60
0,3,22,15,0.27,0.27
0,3,22,30,0.27,0.27
0,3,22,45,1.29,1.29
0,3,23,0,0.99,0.99
0,3,23,15,1.32,1.32
0,3,23,30,1.56,1.56
0,3,23,45,1.86,1.86
0,3,24,0,9.96,9.96
0,3,24,15,11.50,11.50
0,3,24,30,12.00,12.00
0,3,24,45,9.65,9.65
0,3,1,0,22.26,22.26
0,3,1,15,25.77,25.77
0,3,1,30,31.92,31.92
0,3,1,45,23.52,23.52
0,3,2,0,20.02,20.02
0,3,2,15,20.72,20.72
0,3,2,30,24.78,24.78
0,3,2,45,17.50,17.50
0,3,3,0,15.12,15.12
0,3,3,15,15.54,15.54
0,3,3,30,15.12,15.12
0,3,3,45,21.70,21.70
0,3,4,0,23.38,23.38
0,3,4,15,34.45,34.45
0,3,4,30,-1.70,-1.70
0,3,4,45,-7.25,-7.25
0,3,5,0,3.85,3.85
0,3,5,15,5.35,5.35
0,3,5,30,5.95,5.95
0,3,5,45,24.40,24.40
0,3,6,0,33.85,33.85
0,3,6,15,38.50,38.50
0,3,6,30,34.30,34.30
0,3,6,45,39.55,39.55
0,4,7,0,32.52,32.52
0,4,7,15,29.82,29.82
0,4,7,30,29.52,29.52
0,4,7,45,31.17,31.17
0,4,8,0,30.72,30.72
0,4,8,15,32.82,32.82
0,4,8,30,33.27,33.27
0,4,8,45,29.37,29.37
0,4,9,0,46.62,46.62
0,4,9,15,71.69,71.69
0,4,9,30,92.37,92.37
0,4,9,45,109.97,109.97
0,4,10,0,120.97,120.97
0,4,10,15,89.29,89.29
0,4,10,30,53.87,53.87
0,4,10,45,65.31,65.31
0,4,11,0,74.11,74.11
0,4,11,15,85.77,85.77
0,4,11,30,76.31,76.31
0,4,11,45,59.59,59.59
0,4,12,0,63.99,63.99
0,4,12,15,85.55,85.55
0,4,12,30,85.33,85.33
0,4,12,45,74.11,74.11
0,4,13,0,76.53,76.53
0,4,13,15,72.13,72.13
0,4,13,30,74.99,74.99
0,4,13,45,77.85,77.85
0,4,14,0,89.07,89.07
0,4,14,15,110.63,110.63
0,4,14,30,183.23,183.23
0,4,14,45,160.79,160.79
0,4,15,0,110.47,110.47
0,4,15,15,153.65,153.65
0,4,15,30,139.37,139.37
0,4,15,45,192.05,192.05
0,4,16,0,192.87,192.87
0,4,16,15,135.06,135.06
0,4,16,30,110.87,110.87
0,4,16,45,144.08,144.08
0,4,17,0,164.99,164.99
0,4,17,15,156.38,156.38
0,4,17,30,29.69,29.69
0,4,17,45,-37.55,-37.55
0,4,18,0,-16.64,-16.64
0,4,18,15,-19.92,-19.92
0,4,18,30,-41.65,-41.65
0,4,18,45,-60.51,-60.51
0,4,19,0,-60.10,-60.10
0,4,19,15,-45.34,-45.34
0,4,19,30,-36.73,-36.73
0,4,19,45,-110.94,-110.94
0,4,20,0,-125.70,-125.70
0,4,20,15,-131.03,-131.03
0,4,20,30,-109.30,-109.30
0,4,20,45,-83.47,-83.47
0,4,21,0,-105.61,-105.61
0,4,21,15,-59.28,-59.28
0,4,21,30,-38.37,-38.37
0,4,21,45,-51.08,-51.08
0,4,22,0,-73.63,-73.63
0,4,22,15,-69.12,-69.12
0,4,22,30,-4.34,-4.34
0,4,22,45,91.60,91.60
0,4,23,0,45.27,45.27
0,4,23,15,74.38,74.38
0,4,23,30,74.38,74.38
0,4,23,45,105.95,105.95
0,4,24,0,106.36,106.36
0,4,24,15,143.26,143.26
0,4,24,30,188.37,188.37
0,4,24,45,306.65,306.65
0,4,1,0,369.96,369.96
0,4,1,15,403.77,403.77
0,4,1,30,289.77,289.77
0,4,1,45,406.77,406.77
0,4,2,0,345.57,345.57
0,4,2,15,352.17,352.17
0,4,2,30,349.77,349.77
0,4,2,45,327.57,327.57
0,4,3,0,342.57,342.57
0,4,3,15,355.17,355.17
0,4,3,30,323.97,323.97
0,4,3,45,340.17,340.17
0,4,4,0,353.97,353.97
0,4,4,15,281.37,281.37
0,4,4,30,350.97,350.97
0,4,4,45,352.77,352.77
0,4,5,0,303.57,303.57
0,4,5,15,298.17,298.17
0,4,5,30,305.97,305.97
0,4,5,45,328.77,328.77
0,4,6,0,346.77,346.77
0,4,6,15,370.17,370.17
0,4,6,30,376.17,376.17
0,4,6,45,390.57,390.57
0,5,7,0,353.21,353.21
0,5,7,15,394.01,394.01
0,5,7,30,389.81,389.81
0,5,7,45,345.41,345.41
0,5,8,0,361.61,361.61
0,5,8,15,387.41,387.41
0,5,8,30,374.81,374.81
0,5,8,45,416.81,416.81
0,5,9,0,372.41,372.41
0,5,9,15,324.41,324.41
0,5,9,30,334.01,334.01
0,5,9,45,294.41,294.41
0,5,10,0,289.01,289.01
0,5,10,15,287.81,287.81
0,5,10,30,232.61,232.61
0,5,10,45,215.81,215.81
0,5,11,0,248.81,248.81
0,5,11,15,269.21,269.21
0,5,11,30,272.81,272.81
0,5,11,45,282.41,282.41
0,5,12,0,271.61,271.61
0,5,12,15,297.41,297.41
0,5,12,30,259.61,259.61
0,5,12,45,247.01,247.01
0,5,13,0,278.81,278.81
0,5,13,15,280.01,280.01
0,5,13,30,255.41,255.41
0,5,13,45,270.41,270.41
0,5,14,0,230.81,230.81
0,5,14,15,223.61,223.61
0,5,14,30,217.01,217.01
0,5,14,45,214.01,214.01
0,5,15,0,243.41,243.41
0,5,15,15,259.01,259.01
0,5,15,30,243.41,243.41
0,5,15,45,234.41,234.41
0,5,16,0,220.61,220.61
0,5,16,15,213.41,213.41
0,5,16,30,269.21,269.21
0,5,16,45,229.01,229.01
0,5,17,0,253.61,253.61
0,5,17,15,310.61,310.61
0,5,17,30,306.41,306.41
0,5,17,45,255.41,255.41
0,5,18,0,309.41,309.41
0,5,18,15,302.21,302.21
0,5,18,30,334.61,334.61
0,5,18,45,366.39,366.39
0,5,19,0,351.75,351.75
0,5,19,15,351.14,351.14
0,5,19,30,302.95,302.95
0,5,19,45,319.42,319.42
0,5,20,0,384.08,384.08
0,5,20,15,296.85,296.85
0,5,20,30,302.95,302.95
0,5,20,45,301.12,301.12
0,5,21,0,262.08,262.08
0,5,21,15,242.56,242.56
0,5,21,30,193.76,193.76
0,5,21,45,193.15,193.15
0,5,22,0,224.87,224.87
0,5,22,15,276.72,276.72
0,5,22,30,276.72,276.72
0,5,22,45,0.00,0.00
0,5,23,0,0.00,0.00
0,5,23,15,0.00,0.00
0,5,23,30,0.00,0.00
0,5,23,45,0.00,0.00
0,5,24,0,0.00,0.00
0,5,24,15,0.00,0.00
0,5,24,30,0.00,0.00
0,5,24,45,0.00,0.00
0,5,1,0,0.00,0.00
0,5,1,15,0.00,0.00
0,5,1,30,0.00,0.00
0,5,1,45,0.00,0.00
0,5,2,0,0.00,0.00
0,5,2,15,0.00,0.00
0,5,2,30,0.00,0.00
0,5,2,45,0.00,0.00
0,5,3,0,0.00,0.00
0,5,3,15,0.00,0.00
0,5,3,30,0.00,0.00
0,5,3,45,0.00,0.00
0,5,4,0,0.00,0.00
0,5,4,15,0.00,0.00
0,5,4,30,0.00,0.00
0,5,4,45,0.00,0.00
0,5,5,0,0.00,0.00
0,5,5,15,0.00,0.00
0,5,5,30,0.00,0.00
0,5,5,45,0.00,0.00
0,5,6,0,0.00,0.00
0,5,6,15,0.00,0.00
0,5,6,30,0.00,0.00
0,5,6,45,0.00,0.00
1,1,7,0,0.00,0.00
1,1,7,15,0.00,0.00
1,1,7,30,0.00,0.00
1,1,7,45,0.00,0.00
1,1,8,0,0.00,0.00
1,1,8,15,0.00,0.00
1,1,8,30,0.00,0.00
1,1,8,45,0.00,0.00
1,1,9,0,0.00,0.00
1,1,9,15,0.00,0.00
1,1,9,30,0.00,0.00
1,1,9,45,0.00,0.00
1,1,10,0,0.00,0.00
1,1,10,15,0.00,0.00
1,1,10,30,0.00,0.00
1,1,10,45,0.00,0.00
1,1,11,0,0.00,0.00
1,1,11,15,0.00,0.00
1,1,11,30,0.00,0.00
1,1,11,45,0.00,0.00
1,1,12,0,0.00,0.00
1,1,12,15,0.00,0.00
1,1,12,30,0.00,0.00
1,1,12,45,0.00,0.00
1,1,13,0,0.00,0.00
1,1,13,15,0.00,0.00
1,1,13,30,0.00,0.00
1,1,13,45,0.00,0.00
1,1,14,0,0.00,0.00
1,1,14,15,0.00,0.00
1,1,14,30,0.00,0.00
1,1,14,45,0.00,0.00
1,1,15,0,0.00,0.00
1,1,15,15,0.00,0.00
1,1,15,30,0.00,0.00
1,1,15,45,0.00,0.00
1,1,16,0,0.00,0.00
1,1,16,15,0.00,0.00
1,1,16,30,0.00,0.00
1,1,16,45,0.00,0.00
1,1,17,0,0.00,0.00
1,1,17,15,0.00,0.00
1,1,17,30,0.19,0.19
1,1,17,45,-0.56,-0.56
1,1,18,0,-0.31,-0.31
1,1,18,15,-1.05,-1.05
1,1,18,30,-1.40,-1.40
1,1,18,45,-1.86,-1.86
1,1,19,0,-2.70,-2.70
1,1,19,15,-3.20,-3.20
1,1,19,30,-3.79,-3.79
1,1,19,45,-3.48,-3.48
1,1,20,0,-3.28,-3.28
1,1,20,15,-2.95,-2.95
1,1,20,30,-2.50,-2.50
1,1,20,45,-2.75,-2.75
1,1,21,0,-2.67,-2.67
1,1,21,15,-2.64,-2.64
1,1,21,30,-2.39,-2.39
1,1,21,45,-2.46,-2.46
1,1,22,0,-2.88,-2.88
1,1,22,15,-3.30,-3.30
1,1,22,30,-2.48,-2.48
1,1,22,45,-1.43,-1.43
1,1,23,0,-1.66,-1.66
1,1,23,15,-0.95,-0.95
1,1,23,30,-1.59,-1.59
1,1,23,45,-1.47,-1.47
1,1,24,0,-2.05,-2.05
1,1,24,15,-0.46,-0.46
1,1,24,30,-0.33,-0.33
1,1,24,45,-0.48,-0.48
1,1,1,0,-0.14,-0.14
1,1,1,15,0.45,0.45
1,1,1,30,1.86,1.86
1,1,1,45,5.46,5.46
1,1,2,0,2.52,2.52
1,1,2,15,1.20,1.20
1,1,2,30,-3.90,-3.90
1,1,2,45,-3.60,-3.60
1,1,3,0,-0.30,-0.30
1,1,3,15,0.06,0.06
1,1,3,30,-1.08,-1.08
1,1,3,45,-2.22,-2.22
1,1,4,0,-4.20,-4.20
1,1,4,15,-1.74,-1.74
1,1,4,30,-3.84,-3.84
1,1,4,45,-0.24,-0.24
1,1,5,0,4.20,4.20
1,1,5,15,-3.24,-3.24
1,1,5,30,-4.38,-4.38
1,1,5,45,-1.14,-1.14
1,1,6,0,-1.32,-1.32
1,1,6,15,-1.14,-1.14
1,1,6,30,-0.54,-0.54
1,1,6,45,1.62,1.62
1,2,7,0,0.16,0.16
1,2,7,15,4.96,4.96
1,2,7,30,8.50,8.50
1,2,7,45,7.00,7.00
1,2,8,0,7.30,7.30
1,2,8,15,9.04,9.04
1,2,8,30,9.04,9.04
1,2,8,45,8.98,8.98
1,2,9,0,8.38,8.38
1,2,9,15,10.70,10.70
1,2,9,30,10.80,10.80
1,2,9,45,7.33,7.33
1,2,10,0,7.20,7.20
1,2,10,15,4.47,4.47
1,2,10,30,10.19,10.19
1,2,10,45,2.00,2.00
1,2,11,0,-7.49,-7.49
1,2,11,15,-9.57,-9.57
1,2,11,30,4.60,4.60
1,2,11,45,22.80,22.80
1,2,12,0,28.48,28.48
1,2,12,15,33.66,33.66
1,2,12,30,33.38,33.38
1,2,12,45,49.85,49.85
1,2,13,0,40.55,40.55
1,2,13,15,37.25,37.25
1,2,13,30,41.60,41.60
1,2,13,45,36.65,36.65
1,2,14,0,29.60,29.60
1,2,14,15,25.40,25.40
1,2,14,30,32.60,32.60
1,2,14,45,26.75,26.75
1,2,15,0,30.65,30.65
1,2,15,15,33.35,33.35
1,2,15,30,36.95,36.95
1,2,15,45,25.70,25.70
1,2,16,0,9.80,9.80
1,2,16,15,12.35,12.35
1,2,16,30,8.30,8.30
1,2,16,45,8.00,8.00
1,2,17,0,14.00,14.00
1,2,17,15,18.50,18.50
1,2,17,30,25.40,25.40
1,2,17,45,12.50,12.50
1,2,18,0,22.70,22.70
1,2,18,15,8.45,8.45
1,2,18,30,6.20,6.20
1,2,18,45,14.15,14.15
1,2,19,0,11.90,11.90
1,2,19,15,2.15,2.15
1,2,19,30,-9.55,-9.55
1,2,19,45,-5.80,-5.80
1,2,20,0,3.95,3.95
1,2,20,15,1.25,1.25
1,2,20,30,-7.45,-7.45
1,2,20,45,-10.60,-10.60
1,2,21,0,-15.55,-15.55
1,2,21,15,-10.45,-10.45
1,2,21,30,-10.75,-10.75
1,2,21,45,-32.65,-32.65
1,2,22,0,-30.10,-30.10
1,2,22,15,-32.05,-32.05
1,2,22,30,-30.70,-30.70
1,2,22,45,-34.30,-34.30
1,2,23,0,-20.95,-20.95
1,2,23,15,-23.35,-23.35
1,2,23,30,-17.80,-17.80
1,2,23,45,8.00,8.00
1,2,24,0,9.95,9.95
1,2,24,15,6.05,6.05
1,2,24,30,-10.60,-10.60
1,2,24,45,-12.40,-12.40
1,2,1,0,7.55,7.55
1,2,1,15,5.00,5.00
1,2,1,30,-15.85,-15.85
1,2,1,45,-19.45,-19.45
1,2,2,0,-25.30,-25.30
1,2,2,15,-34.90,-34.90
1,2,2,30,-47.05,-47.05
1,2,2,45,-54.40,-54.40
1,2,3,0,-41.50,-41.50
1,2,3,15,-43.00,-43.00
1,2,3,30,-44.65,-44.65
1,2,3,45,-38.95,-38.95
1,2,4,0,-45.25,-45.25
1,2,4,15,-43.90,-43.90
1,2,4,30,-44.20,-44.20
1,2,4,45,-46.45,-46.45
1,2,5,0,-46.00,-46.00
1,2,5,15,-46.00,-46.00
1,2,5,30,-44.50,-44.50
1,2,5,45,-42.85,-42.85
1,2,6,0,-40.30,-40.30
1,2,6,15,-44.35,-44.35
1,2,6,30,-43.90,-43.90
1,2,6,45,-47.20,-47.20
1,3,7,0,-54.29,-54.29
1,3,7,15,-50.39,-50.39
1,3,7,30,-48.44,-48.44
1,3,7,45,-47.99,-47.99
1,3,8,0,-50.24,-50.24
1,3,8,15,-55.94,-55.94
1,3,8,30,-56.24,-56.24
1,3,8,45,-53.24,-53.24
1,3,9,0,-56.09,-56.09
1,3,9,15,-46.79,-46.79
1,3,9,30,-50.54,-50.54
1,3,9,45,-42.44,-42.44
1,3,10,0,-47.69,-47.69
1,3,10,15,-55.79,-55.79
1,3,10,30,-46.19,-46.19
1,3,10,45,-40.49,-40.49
1,3,11,0,-47.24,-47.24
1,3,11,15,-51.14,-51.14
1,3,11,30,-62.09,-62.09
1,3,11,45,-63.44,-63.44
1,3,12,0,-65.09,-65.09
1,3,12,15,-75.74,-75.74
1,3,12,30,-62.09,-62.09
1,3,12,45,-71.69,-71.69
1,3,13,0,-65.99,-65.99
1,3,13,15,-63.29,-63.29
1,3,13,30,-66.89,-66.89
1,3,13,45,-65.84,-65.84
1,3,14,0,-58.79,-58.79
1,3,14,15,-61.64,-61.64
1,3,14,30,-63.14,-63.14
1,3,14,45,-59.69,-59.69
1,3,15,0,-59.99,-59.99
1,3,15,15,-54.29,-54.29
1,3,15,30,-58.49,-58.49
1,3,15,45,-49.34,-49.34
1,3,16,0,-41.17,-41.17
1,3,16,15,-46.45,-46.45
1,3,16,30,-44.69,-44.69
1,3,16,45,-46.29,-46.29
1,3,17,0,-48.05,-48.05
1,3,17,15,-60.21,-60.21
1,3,17,30,-49.01,-49.01
1,3,17,45,-52.05,-52.05
1,3,18,0,-48.37,-48.37
1,3,18,15,-69.17,-69.17
1,3,18,30,-66.77,-66.77
1,3,18,45,-89.17,-89.17
1,3,19,0,-84.69,-84.69
1,3,19,15,-91.09,-91.09
1,3,19,30,-109.01,-109.01
1,3,19,45,-114.29,-114.29
1,3,20,0,-105.49,-105.49
1,3,20,15,-103.57,-103.57
1,3,20,30,-108.21,-108.21
1,3,20,45,-110.13,-110.13
1,3,21,0,-110.61,-110.61
1,3,21,15,-136.21,-136.21
1,3,21,30,-128.05,-128.05
1,3,21,45,-118.13,-118.13
1,3,22,0,-138.13,-138.13
1,3,22,15,-135.25,-135.25
1,3,22,30,-130.77,-130.77
1,3,22,45,-126.93,-126.93
1,3,23,0,-120.21,-120.21
1,3,23,15,-122.61,-122.61
1,3,23,30,-154.13,-154.13
1,3,23,45,-152.21,-152.21
1,3,24,0,-171.09,-171.09
1,3,24,15,-187.73,-187.73
1,3,24,30,-211.09,-211.09
1,3,24,45,-189.33,-189.33
1,3,1,0,-182.29,-182.29
1,3,1,15,-204.21,-204.21
1,3,1,30,-136.53,-136.53
1,3,1,45,-97.33,-97.33
1,3,2,0,-141.81,-141.81
1,3,2,15,-144.85,-144.85
1,3,2,30,-116.85,-116.85
1,3,2,45,-74.61,-74.61
1,3,3,0,-47.41,-47.41
1,3,3,15,11.39,11.39
1,3,3,30,42.47,42.47
1,3,3,45,-7.65,-7.65
1,3,4,0,25.39,25.39
1,3,4,15,16.43,16.43
1,3,4,30,-27.81,-27.81
1,3,4,45,-65.05,-65.05
1,3,5,0,-51.33,-51.33
1,3,5,15,-58.33,-58.33
1,3,5,30,-62.53,-62.53
1,3,5,45,-59.73,-59.73
1,3,6,0,-61.69,-61.69
1,3,6,15,-41.25,-41.25
1,3,6,30,-30.61,-30.61
1,3,6,45,-29.49,-29.49
1,4,7,0,-42.32,-42.32
1,4,7,15,-39.80,-39.80
1,4,7,30,-41.20,-41.20
1,4,7,45,-45.12,-45.12
1,4,8,0,-38.68,-38.68
1,4,8,15,-48.48,-48.48
1,4,8,30,-44.56,-44.56
1,4,8,45,-6.48,-6.48
1,4,9,0,-8.72,-8.72
1,4,9,15,-14.60,-14.60
1,4,9,30,-29.16,-29.16
1,4,9,45,-57.16,-57.16
1,4,10,0,-43.72,-43.72
1,4,10,15,-45.68,-45.68
1,4,10,30,-42.88,-42.88
1,4,10,45,-31.40,-31.40
1,4,11,0,-37.84,-37.84
1,4,11,15,6.68,6.68
1,4,11,30,-0.04,-0.04
1,4,11,45,24.04,24.04
1,4,12,0,3.88,3.88
1,4,12,15,-0.04,-0.04
1,4,12,30,12.00,12.00
1,4,12,45,23.48,23.48
1,4,13,0,38.88,38.88
1,4,13,15,27.68,27.68
1,4,13,30,23.48,23.48
1,4,13,45,9.76,9.76
1,4,14,0,6.96,6.96
1,4,14,15,1.36,1.36
1,4,14,30,-3.40,-3.40
1,4,14,45,17.04,17.04
1,4,15,0,38.60,38.60
1,4,15,15,23.20,23.20
1,4,15,30,33.28,33.28
1,4,15,45,65.76,65.76
1,4,16,0,113.79,113.79
1,4,16,15,87.55,87.55
1,4,16,30,109.63,109.63
1,4,16,45,95.01,95.01
1,4,17,0,87.42,87.42
1,4,17,15,149.14,149.14
1,4,17,30,125.47,125.47
1,4,17,45,167.12,167.12
1,4,18,0,124.77,124.77
1,4,18,15,82.65,82.65
1,4,18,30,94.74,94.74
1,4,18,45,91.23,91.23
1,4,19,0,115.80,115.80
1,4,19,15,63.93,63.93
1,4,19,30,61.59,61.59
1,4,19,45,49.89,49.89
1,4,20,0,105.27,105.27
1,4,20,15,134.52,134.52
1,4,20,30,148.17,148.17
1,4,20,45,126.33,126.33
1,4,21,0,159.87,159.87
1,4,21,15,181.32,181.32
1,4,21,30,237.98,237.98
1,4,21,45,257.26,257.26
1,4,22,0,248.25,248.25
1,4,22,15,275.28,275.28
1,4,22,30,185.71,185.71
1,4,22,45,97.20,97.20
1,4,23,0,131.12,131.12
1,4,23,15,69.11,69.11
1,4,23,30,69.64,69.64
1,4,23,45,95.61,95.61
1,4,24,0,163.45,163.45
1,4,24,15,205.85,205.85
1,4,24,30,169.28,169.28
1,4,24,45,71.23,71.23
1,4,1,0,131.65,131.65
1,4,1,15,169.28,169.28
1,4,1,30,157.62,157.62
1,4,1,45,145.96,145.96
1,4,2,0,200.02,200.02
