Month,Week,Day,Hr,Min,NAV($),Drawdown(%),P/L(%)
1,0,5,4,45,-46.61,0.00,0.00
1,0,5,5,0,-47.05,0.00,0.00
1,0,5,5,15,-49.84,0.00,0.00
1,0,5,5,30,-47.31,0.00,0.00
1,0,5,5,45,-44.87,0.00,0.00
1,0,5,6,0,-47.49,0.00,0.00
1,0,5,6,15,-49.92,0.00,0.00
1,0,5,6,30,-48.88,0.00,0.00
1,0,5,6,45,-48.37,0.00,0.00
1,0,5,7,0,-40.16,0.00,0.00
1,0,5,7,15,-40.50,0.00,0.00
1,0,5,7,30,-39.46,0.00,0.00
1,0,5,7,45,-39.73,0.00,0.00
1,0,5,8,0,-40.59,0.00,0.00
1,0,5,8,15,-44.89,0.00,0.00
1,0,5,8,30,-40.83,0.00,0.00
1,0,5,8,45,-33.34,0.00,0.00
1,0,5,9,0,-29.58,0.00,0.00
1,0,5,9,15,-27.02,0.00,0.00
1,0,5,9,30,-31.00,0.00,0.00
1,0,5,9,45,-25.25,0.00,0.00
1,0,5,10,0,-26.24,0.00,0.00
1,0,5,10,15,-30.35,0.00,0.00
1,0,5,10,30,-28.63,0.00,0.00
1,0,5,10,45,-28.84,0.00,0.00
1,0,5,11,0,-34.73,0.00,0.00
1,0,5,11,15,-34.65,0.00,0.00
1,0,5,11,30,-38.20,0.00,0.00
1,0,5,11,45,-41.13,0.00,0.00
1,0,5,12,0,-39.00,0.00,0.00
1,0,5,12,15,-42.08,0.00,0.00
1,0,5,12,30,-38.65,0.00,0.00
1,0,5,12,45,-41.78,0.00,0.00
1,0,5,13,0,-47.60,0.00,0.00
1,0,5,13,15,-41.90,0.00,0.00
1,0,5,13,30,-39.30,0.00,0.00
1,0,5,13,45,-41.59,0.00,0.00
1,0,5,14,0,-37.29,0.00,0.00
1,0,5,14,15,-35.94,0.00,0.00
1,0,5,14,30,-32.13,0.00,0.00
1,0,5,14,45,-33.13,0.00,0.00
1,0,5,15,0,-32.18,0.00,0.00
1,0,5,15,15,-37.64,0.00,0.00
1,0,5,15,30,-39.11,0.00,0.00
1,0,5,15,45,-23.35,0.00,0.00
1,0,5,16,0,-12.54,0.00,0.00
1,0,5,16,15,-11.28,0.00,0.00
1,0,5,16,30,-5.95,0.00,0.00
1,0,5,16,45,-20.54,0.00,0.00
1,0,5,17,0,-12.03,0.00,0.00
1,0,5,17,15,-19.08,0.00,0.00
1,0,5,17,30,-11.79,0.00,0.00
1,0,5,17,45,-13.49,0.00,0.00
1,0,5,18,0,-16.33,0.00,0.00
1,0,5,18,15,-11.20,0.00,0.00
1,0,5,18,30,-6.74,0.00,0.00
1,0,5,18,45,-1.77,0.00,0.00
1,0,5,19,0,-0.61,0.00,0.00
1,0,5,19,15,-0.95,0.00,0.00
1,0,5,19,30,4.17,0.00,0.00
1,0,5,19,45,2.99,0.00,0.00
1,0,5,20,0,0.21,0.00,0.00
1,0,5,20,15,1.45,0.00,0.00
1,0,5,20,30,2.95,0.00,0.00
1,0,5,20,45,5.29,0.00,0.00
1,0,5,21,0,12.83,0.00,0.00
1,0,5,21,15,9.12,0.00,0.00
1,0,5,21,30,8.41,0.00,0.00
1,0,5,21,45,8.57,0.00,0.00
1,0,5,22,0,6.14,0.00,0.00
1,0,5,22,15,6.74,0.00,0.00
1,0,5,22,30,3.71,0.00,0.00
1,0,5,22,45,7.08,0.00,0.00
1,0,5,23,0,6.14,0.00,0.00
1,0,5,23,15,5.33,0.00,0.00
1,0,5,23,30,5.21,0.00,0.00
1,0,5,23,45,0.00,0.00,0.00
1,1,1,24,0,0.00,0.00,0.00
1,1,1,24,15,0.00,0.00,0.00
1,1,1,24,30,0.00,0.00,0.00
1,1,1,24,45,0.00,0.00,0.00
1,1,1,1,0,0.00,0.00,0.00
1,1,1,1,15,0.00,0.00,0.00
1,1,1,1,30,0.00,0.00,0.00
1,1,1,1,45,0.00,0.00,0.00
1,1,1,2,0,0.00,0.00,0.00
1,1,1,2,15,0.00,0.00,0.00
1,1,1,2,30,0.00,0.00,0.00
1,1,1,2,45,0.00,0.00,0.00
1,1,1,3,0,0.00,0.00,0.00
1,1,1,3,15,0.00,0.00,0.00
1,1,1,3,30,0.00,0.00,0.00
1,1,1,3,45,0.00,0.00,0.00
1,1,1,4,0,0.00,0.00,0.00
1,1,1,4,15,0.00,0.00,0.00
1,1,1,4,30,0.00,0.00,0.00
1,1,1,4,45,0.00,0.00,0.00
1,1,1,5,0,0.00,0.00,0.00
1,1,1,5,15,0.00,0.00,0.00
1,1,1,5,30,0.00,0.00,0.00
1,1,1,5,45,0.00,0.00,0.00
1,1,1,6,0,0.00,0.00,0.00
1,1,1,6,15,0.00,0.00,0.00
1,1,1,6,30,0.00,0.00,0.00
1,1,1,6,45,0.00,0.00,0.00
1,1,1,7,0,0.00,0.00,0.00
1,1,1,7,15,-0.66,0.00,0.00
1,1,1,7,30,-0.41,0.00,0.00
1,1,1,7,45,-0.24,0.00,0.00
1,1,1,8,0,-0.33,0.00,0.00
1,1,1,8,15,-0.13,0.00,0.00
1,1,1,8,30,-0.34,0.00,0.00
1,1,1,8,45,-0.38,0.00,0.00
1,1,1,9,0,-1.03,0.00,0.00
1,1,1,9,15,-1.68,0.00,0.00
1,1,1,9,30,-1.16,0.00,0.00
1,1,1,9,45,-0.54,0.00,0.00
1,1,1,10,0,-0.93,0.00,0.00
1,1,1,10,15,-2.10,0.00,0.00
1,1,1,10,30,-2.68,0.00,0.00
1,1,1,10,45,-2.20,0.00,0.00
1,1,1,11,0,-3.08,0.00,0.00
1,1,1,11,15,-3.28,0.00,0.00
1,1,1,11,30,-4.20,0.00,0.00
1,1,1,11,45,-4.37,0.00,0.00
1,1,1,12,0,-3.68,0.00,0.00
1,1,1,12,15,-3.97,0.00,0.00
1,1,1,12,30,-3.35,0.00,0.00
1,1,1,12,45,-3.31,0.00,0.00
1,1,1,13,0,-3.91,0.00,0.00
1,1,1,13,15,-4.72,0.00,0.00
1,1,1,13,30,-5.43,0.00,0.00
1,1,1,13,45,-7.56,0.00,0.00
1,1,1,14,0,-6.63,0.00,0.00
1,1,1,14,15,-7.51,0.00,0.00
1,1,1,14,30,-8.52,0.00,0.00
1,1,1,14,45,-8.00,0.00,0.00
1,1,1,15,0,-7.96,0.00,0.00
1,1,1,15,15,-9.04,0.00,0.00
1,1,1,15,30,-11.87,0.00,0.00
1,1,1,15,45,-10.12,0.00,0.00
1,1,1,16,0,-10.78,0.00,0.00
1,1,1,16,15,-14.86,0.00,0.00
1,1,1,16,30,-13.43,0.00,0.00
1,1,1,16,45,-15.76,0.00,0.00
