Month,Week,Day,Hr,Min,NAV($),Drawdown(%),P/L(%)
1,0,3,1,45,0.00,0.00,0.00
1,0,3,2,0,0.00,0.00,0.00
1,0,3,2,15,0.00,0.00,0.00
1,0,3,2,30,0.00,0.00,0.00
1,0,3,2,45,0.00,0.00,0.00
1,0,3,3,0,0.00,0.00,0.00
1,0,3,3,15,0.00,0.00,0.00
1,0,3,3,30,0.00,0.00,0.00
1,0,3,3,45,0.00,0.00,0.00
1,0,3,4,0,0.00,0.00,0.00
1,0,3,4,15,0.00,0.00,0.00
1,0,3,4,30,0.00,0.00,0.00
1,0,3,4,45,0.00,0.00,0.00
1,0,3,5,0,0.00,0.00,0.00
1,0,3,5,15,0.00,0.00,0.00
1,0,3,5,30,0.00,0.00,0.00
1,0,3,5,45,0.00,0.00,0.00
1,0,3,6,0,0.00,0.00,0.00
1,0,3,6,15,0.00,0.00,0.00
1,0,3,6,30,0.00,0.00,0.00
1,0,3,6,45,0.00,0.00,0.00
1,0,3,7,0,0.00,0.00,0.00
1,0,3,7,15,0.01,0.00,0.00
1,0,3,7,30,0.52,0.00,0.00
1,0,3,7,45,0.00,0.00,0.00
1,0,3,8,0,0.37,0.00,0.00
1,0,3,8,15,0.61,0.00,0.00
1,0,3,8,30,1.48,0.00,0.00
1,0,3,8,45,1.08,0.00,0.00
1,0,3,9,0,1.08,0.00,0.00
1,0,3,9,15,0.95,0.00,0.00
1,0,3,9,30,0.48,0.00,0.00
1,0,3,9,45,0.52,0.00,0.00
1,0,3,10,0,0.78,0.00,0.00
1,0,3,10,15,0.75,0.00,0.00
1,0,3,10,30,0.01,0.00,0.00
1,0,3,10,45,-0.23,0.00,0.00
1,0,3,11,0,0.02,0.00,0.00
1,0,3,11,15,-0.05,0.00,0.00
1,0,3,11,30,-1.44,0.00,0.00
1,0,3,11,45,-0.70,0.00,0.00
1,0,3,12,0,-0.67,0.00,0.00
1,0,3,12,15,-0.83,0.00,0.00
1,0,3,12,30,-1.34,0.00,0.00
1,0,3,12,45,-1.23,0.00,0.00
1,0,3,13,0,-1.29,0.00,0.00
1,0,3,13,15,-0.44,0.00,0.00
1,0,3,13,30,-0.15,0.00,0.00
1,0,3,13,45,-0.30,0.00,0.00
1,0,3,14,0,-0.41,0.00,0.00
1,0,3,14,15,-1.14,0.00,0.00
1,0,3,14,30,-1.66,0.00,0.00
1,0,3,14,45,-1.71,0.00,0.00
1,0,3,15,0,-1.47,0.00,0.00
1,0,3,15,15,-1.72,0.00,0.00
1,0,3,15,30,-1.28,0.00,0.00
1,0,3,15,45,-1.25,0.00,0.00
1,0,3,16,0,-0.56,0.00,0.00
1,0,3,16,15,-0.52,0.00,0.00
1,0,3,16,30,0.33,0.00,0.00
1,0,3,16,45,-0.03,0.00,0.00
1,0,3,17,0,0.91,0.00,0.00
1,0,3,17,15,0.28,0.00,0.00
1,0,3,17,30,0.26,0.00,0.00
1,0,3,17,45,-0.78,0.00,0.00
1,0,3,18,0,0.29,0.00,0.00
1,0,3,18,15,0.06,0.00,0.00
1,0,3,18,30,-0.41,0.00,0.00
1,0,3,18,45,-0.93,0.00,0.00
1,0,3,19,0,-0.55,0.00,0.00
1,0,3,19,15,-0.39,0.00,0.00
1,0,3,19,30,-0.92,0.00,0.00
1,0,3,19,45,-0.71,0.00,0.00
1,0,3,20,0,-0.53,0.00,0.00
1,0,3,20,15,-0.64,0.00,0.00
1,0,3,20,30,-0.34,0.00,0.00
1,0,3,20,45,-0.47,0.00,0.00
1,0,3,21,0,-0.20,0.00,0.00
1,0,3,21,15,-0.32,0.00,0.00
1,0,3,21,30,-0.16,0.00,0.00
1,0,3,21,45,-0.29,0.00,0.00
1,0,3,22,0,-0.32,0.00,0.00
1,0,3,22,15,-0.17,0.00,0.00
1,0,3,22,30,0.57,0.00,0.00
1,0,3,22,45,1.04,0.00,0.00
1,0,3,23,0,1.30,0.00,0.00
1,0,3,23,15,1.09,0.00,0.00
1,0,3,23,30,1.34,0.00,0.00
1,0,3,23,45,1.27,0.00,0.00
1,0,4,24,0,2.19,0.00,0.00
1,0,4,24,15,1.84,0.00,0.00
1,0,4,24,30,1.91,0.00,0.00
1,0,4,24,45,1.87,0.00,0.00
1,0,4,1,0,2.05,0.00,0.00
1,0,4,1,15,2.27,0.00,0.00
1,0,4,1,30,1.46,0.00,0.00
1,0,4,1,45,2.10,0.00,0.00
1,0,4,2,0,1.51,0.00,0.00
1,0,4,2,15,1.05,0.00,0.00
1,0,4,2,30,1.27,0.00,0.00
1,0,4,2,45,1.02,0.00,0.00
1,0,4,3,0,0.33,0.00,0.00
1,0,4,3,15,0.48,0.00,0.00
1,0,4,3,30,-0.22,0.00,0.00
1,0,4,3,45,-0.16,0.00,0.00
1,0,4,4,0,0.03,0.00,0.00
1,0,4,4,15,0.34,0.00,0.00
1,0,4,4,30,0.81,0.00,0.00
1,0,4,4,45,0.71,0.00,0.00
1,0,4,5,0,1.32,0.00,0.00
1,0,4,5,15,1.24,0.00,0.00
1,0,4,5,30,1.27,0.00,0.00
1,0,4,5,45,1.54,0.00,0.00
1,0,4,6,0,1.03,0.00,0.00
1,0,4,6,15,0.86,0.00,0.00
1,0,4,6,30,0.64,0.00,0.00
1,0,4,6,45,0.81,0.00,0.00
1,0,4,7,0,1.16,0.00,0.00
1,0,4,7,15,1.14,0.00,0.00
1,0,4,7,30,1.31,0.00,0.00
1,0,4,7,45,1.51,0.00,0.00
1,0,4,8,0,1.32,0.00,0.00
1,0,4,8,15,1.46,0.00,0.00
1,0,4,8,30,1.94,0.00,0.00
1,0,4,8,45,2.01,0.00,0.00
1,0,4,9,0,1.24,0.00,0.00
1,0,4,9,15,1.39,0.00,0.00
1,0,4,9,30,0.79,0.00,0.00
1,0,4,9,45,0.64,0.00,0.00
1,0,4,10,0,0.07,0.00,0.00
1,0,4,10,15,0.32,0.00,0.00
1,0,4,10,30,0.62,0.00,0.00
1,0,4,10,45,-0.30,0.00,0.00
1,0,4,11,0,0.01,0.00,0.00
1,0,4,11,15,0.03,0.00,0.00
1,0,4,11,30,-0.12,0.00,0.00
1,0,4,11,45,0.10,0.00,0.00
1,0,4,12,0,-0.02,0.00,0.00
1,0,4,12,15,-0.55,0.00,0.00
1,0,4,12,30,-0.82,0.00,0.00
1,0,4,12,45,-1.57,0.00,0.00
1,0,4,13,0,-2.77,0.00,0.00
1,0,4,13,15,-1.79,0.00,0.00
1,0,4,13,30,-2.00,0.00,0.00
1,0,4,13,45,-2.02,0.00,0.00
1,0,4,14,0,-3.23,0.00,0.00
1,0,4,14,15,-2.75,0.00,0.00
1,0,4,14,30,-3.68,0.00,0.00
1,0,4,14,45,-3.05,0.00,0.00
1,0,4,15,0,-3.20,0.00,0.00
1,0,4,15,15,-2.07,0.00,0.00
1,0,4,15,30,-1.19,0.00,0.00
1,0,4,15,45,-2.65,0.00,0.00
1,0,4,16,0,-2.75,0.00,0.00
1,0,4,16,15,-3.94,0.00,0.00
1,0,4,16,30,-2.98,0.00,0.00
1,0,4,16,45,-2.92,0.00,0.00
1,0,4,17,0,-1.95,0.00,0.00
1,0,4,17,15,-1.77,0.00,0.00
1,0,4,17,30,-1.90,0.00,0.00
1,0,4,17,45,-2.23,0.00,0.00
1,0,4,18,0,-3.40,0.00,0.00
1,0,4,18,15,-3.07,0.00,0.00
1,0,4,18,30,-3.06,0.00,0.00
1,0,4,18,45,-2.50,0.00,0.00
1,0,4,19,0,-2.48,0.00,0.00
1,0,4,19,15,-2.15,0.00,0.00
1,0,4,19,30,-1.87,0.00,0.00
1,0,4,19,45,-2.02,0.00,0.00
1,0,4,20,0,-3.01,0.00,0.00
1,0,4,20,15,-2.70,0.00,0.00
1,0,4,20,30,-1.78,0.00,0.00
1,0,4,20,45,-1.16,0.00,0.00
1,0,4,21,0,-0.78,0.00,0.00
1,0,4,21,15,1.50,0.00,0.00
1,0,4,21,30,1.22,0.00,0.00
1,0,4,21,45,1.25,0.00,0.00
1,0,4,22,0,0.37,0.00,0.00
1,0,4,22,15,0.41,0.00,0.00
1,0,4,22,30,1.40,0.00,0.00
1,0,4,22,45,1.53,0.00,0.00
1,0,4,23,0,1.46,0.00,0.00
1,0,4,23,15,1.15,0.00,0.00
1,0,4,23,30,0.54,0.00,0.00
1,0,4,23,45,0.73,0.00,0.00
1,0,5,24,0,1.09,0.00,0.00
1,0,5,24,15,1.69,0.00,0.00
1,0,5,24,30,4.50,0.00,0.00
1,0,5,24,45,4.28,0.00,0.00
1,0,5,1,0,3.43,0.00,0.00
1,0,5,1,15,4.13,0.00,0.00
1,0,5,1,30,4.43,0.00,0.00
1,0,5,1,45,5.46,0.00,0.00
1,0,5,2,0,6.58,0.00,0.00
1,0,5,2,15,6.06,0.00,0.00
1,0,5,2,30,4.91,0.00,0.00
1,0,5,2,45,5.00,0.00,0.00
1,0,5,3,0,6.57,0.00,0.00
1,0,5,3,15,5.72,0.00,0.00
1,0,5,3,30,5.61,0.00,0.00
1,0,5,3,45,5.96,0.00,0.00
1,0,5,4,0,5.36,0.00,0.00
1,0,5,4,15,6.22,0.00,0.00
1,0,5,4,30,5.81,0.00,0.00
1,0,5,4,45,6.10,0.00,0.00
1,0,5,5,0,6.60,0.00,0.00
1,0,5,5,15,7.08,0.00,0.00
1,0,5,5,30,7.58,0.00,0.00
1,0,5,5,45,6.71,0.00,0.00
1,0,5,6,0,6.97,0.00,0.00
1,0,5,6,15,7.40,0.00,0.00
1,0,5,6,30,7.26,0.00,0.00
1,0,5,6,45,7.15,0.00,0.00
1,0,5,7,0,6.85,0.00,0.00
1,0,5,7,15,6.93,0.00,0.00
1,0,5,7,30,7.14,0.00,0.00
1,0,5,7,45,7.09,0.00,0.00
1,0,5,8,0,7.05,0.00,0.00
1,0,5,8,15,6.88,0.00,0.00
1,0,5,8,30,6.90,0.00,0.00
1,0,5,8,45,7.17,0.00,0.00
1,0,5,9,0,6.95,0.00,0.00
1,0,5,9,15,8.03,0.00,0.00
1,0,5,9,30,8.73,0.00,0.00
1,0,5,9,45,12.44,0.00,0.00
1,0,5,10,0,13.02,0.00,0.00
1,0,5,10,15,15.64,0.00,0.00
1,0,5,10,30,15.41,0.00,0.00
1,0,5,10,45,16.19,0.00,0.00
1,0,5,11,0,16.11,0.00,0.00
1,0,5,11,15,17.28,0.00,0.00
1,0,5,11,30,15.01,0.00,0.00
1,0,5,11,45,14.47,0.00,0.00
1,0,5,12,0,15.62,0.00,0.00
1,0,5,12,15,16.70,0.00,0.00
1,0,5,12,30,16.39,0.00,0.00
1,0,5,12,45,16.47,0.00,0.00
1,0,5,13,0,17.13,0.00,0.00
1,0,5,13,15,17.26,0.00,0.00
1,0,5,13,30,17.15,0.00,0.00
1,0,5,13,45,17.76,0.00,0.00
1,0,5,14,0,17.31,0.00,0.00
1,0,5,14,15,17.01,0.00,0.00
1,0,5,14,30,17.17,0.00,0.00
1,0,5,14,45,18.58,0.00,0.00
1,0,5,15,0,19.14,0.00,0.00
1,0,5,15,15,19.04,0.00,0.00
1,0,5,15,30,18.32,0.00,0.00
1,0,5,15,45,8.10,0.00,0.00
1,0,5,16,0,9.75,0.00,0.00
1,0,5,16,15,5.05,0.00,0.00
1,0,5,16,30,6.53,0.00,0.00
1,0,5,16,45,7.44,0.00,0.00
1,0,5,17,0,6.62,0.00,0.00
1,0,5,17,15,9.82,0.00,0.00
1,0,5,17,30,12.01,0.00,0.00
1,0,5,17,45,10.16,0.00,0.00
1,0,5,18,0,12.21,0.00,0.00
1,0,5,18,15,14.56,0.00,0.00
1,0,5,18,30,16.49,0.00,0.00
1,0,5,18,45,15.49,0.00,0.00
1,0,5,19,0,14.78,0.00,0.00
1,0,5,19,15,16.13,0.00,0.00
1,0,5,19,30,16.72,0.00,0.00
1,0,5,19,45,17.84,0.00,0.00
1,0,5,20,0,17.98,0.00,0.00
1,0,5,20,15,16.97,0.00,0.00
1,0,5,20,30,16.51,0.00,0.00
1,0,5,20,45,15.41,0.00,0.00
1,0,5,21,0,15.85,0.00,0.00
1,0,5,21,15,15.80,0.00,0.00
1,0,5,21,30,14.16,0.00,0.00
1,0,5,21,45,14.18,0.00,0.00
1,0,5,22,0,14.47,0.00,0.00
1,0,5,22,15,15.73,0.00,0.00
1,0,5,22,30,14.72,0.00,0.00
1,0,5,22,45,14.49,0.00,0.00
1,0,5,23,0,14.49,0.00,0.00
1,0,5,23,15,15.01,0.00,0.00
1,0,5,23,30,15.03,0.00,0.00
1,0,5,23,45,0.00,0.00,0.00
1,1,1,24,0,0.00,0.00,0.00
1,1,1,24,15,0.00,0.00,0.00
1,1,1,24,30,0.00,0.00,0.00
1,1,1,24,45,0.00,0.00,0.00
1,1,1,1,0,0.00,0.00,0.00
1,1,1,1,15,0.00,0.00,0.00
1,1,1,1,30,0.00,0.00,0.00
1,1,1,1,45,0.00,0.00,0.00
1,1,1,2,0,0.00,0.00,0.00
1,1,1,2,15,0.00,0.00,0.00
1,1,1,2,30,0.00,0.00,0.00
1,1,1,2,45,0.00,0.00,0.00
1,1,1,3,0,0.00,0.00,0.00
1,1,1,3,15,0.00,0.00,0.00
1,1,1,3,30,0.00,0.00,0.00
1,1,1,3,45,0.00,0.00,0.00
1,1,1,4,0,0.00,0.00,0.00
1,1,1,4,15,0.00,0.00,0.00
1,1,1,4,30,0.00,0.00,0.00
1,1,1,4,45,0.00,0.00,0.00
1,1,1,5,0,0.00,0.00,0.00
1,1,1,5,15,0.00,0.00,0.00
1,1,1,5,30,0.00,0.00,0.00
1,1,1,5,45,0.00,0.00,0.00
1,1,1,6,0,0.00,0.00,0.00
1,1,1,6,15,0.00,0.00,0.00
1,1,1,6,30,0.00,0.00,0.00
1,1,1,6,45,0.00,0.00,0.00
1,1,1,7,0,0.00,0.00,0.00
1,1,1,7,15,-0.86,0.00,0.00
1,1,1,7,30,-2.08,0.00,0.00
1,1,1,7,45,-2.12,0.00,0.00
1,1,1,8,0,-2.03,0.00,0.00
1,1,1,8,15,-3.27,0.00,0.00
1,1,1,8,30,-3.75,0.00,0.00
1,1,1,8,45,-3.47,0.00,0.00
1,1,1,9,0,-2.89,0.00,0.00
1,1,1,9,15,-2.19,0.00,0.00
1,1,1,9,30,-2.35,0.00,0.00
1,1,1,9,45,-2.30,0.00,0.00
1,1,1,10,0,-3.07,0.00,0.00
1,1,1,10,15,-4.19,0.00,0.00
1,1,1,10,30,-4.12,0.00,0.00
1,1,1,10,45,-2.95,0.00,0.00
1,1,1,11,0,-3.10,0.00,0.00
1,1,1,11,15,-3.64,0.00,0.00
1,1,1,11,30,-2.89,0.00,0.00
1,1,1,11,45,-2.25,0.00,0.00
1,1,1,12,0,-2.92,0.00,0.00
1,1,1,12,15,-2.63,0.00,0.00
1,1,1,12,30,-2.13,0.00,0.00
1,1,1,12,45,-1.84,0.00,0.00
1,1,1,13,0,-1.68,0.00,0.00
1,1,1,13,15,-2.04,0.00,0.00
1,1,1,13,30,-1.65,0.00,0.00
1,1,1,13,45,-1.81,0.00,0.00
1,1,1,14,0,-1.79,0.00,0.00
1,1,1,14,15,-1.73,0.00,0.00
1,1,1,14,30,-1.76,0.00,0.00
1,1,1,14,45,-3.25,0.00,0.00
1,1,1,15,0,-3.23,0.00,0.00
1,1,1,15,15,-2.84,0.00,0.00
1,1,1,15,30,-1.37,0.00,0.00
1,1,1,15,45,-2.32,0.00,0.00
1,1,1,16,0,-2.21,0.00,0.00
1,1,1,16,15,-1.81,0.00,0.00
1,1,1,16,30,-1.93,0.00,0.00
1,1,1,16,45,-1.97,0.00,0.00
1,1,1,17,0,-2.91,0.00,0.00
1,1,1,17,15,-2.12,0.00,0.00
1,1,1,17,30,-2.16,0.00,0.00
1,1,1,17,45,-2.15,0.00,0.00
1,1,1,18,0,-3.45,0.00,0.00
